SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Single Family Residential,341 Hillman Ave,Staten  Island,NY,10314,699000,3,1.5,Staten  Island,1260,1800,1970,13,555,,Active,,,https://www.redfin.com/NY/Staten-Island/341-Hillman-Ave-10314/home/56061496,BNYMLS,490308,N,Y,40.6131832,-74.1627712
MLS Listing,,Condo/Co-op,187 WAYNE St Unit 117C,Jersey City,NJ,07302,450000,1,1.0,Jersey City (Downtown),753,,,13,598,741,Active,,,https://www.redfin.com/NJ/Jersey-City/187-Wayne-St-07302/unit-117C/home/59175724,HCMLS,250005659,N,Y,40.7209816,-74.050519
MLS Listing,,Multi-Family (2-4 Unit),661 KENNEDY Blvd,Bayonne,NJ,07002,749000,6,3.0,Bayonne,,,,19,,,Active,,,https://www.redfin.com/NJ/Bayonne/661-Kennedy-Blvd-07002/home/36469801,HCMLS,250002025,N,Y,40.6684573,-74.1213645
MLS Listing,,Condo/Co-op,689 LUIS M MARIN Blvd #808,Jersey City,NJ,07310,599000,1,1.0,Jersey City (Downtown),882,,,21,679,832,Active,,,https://www.redfin.com/NJ/Jersey-City/689-Luis-Munoz-Marin-Blvd-07310/unit-808/home/39915969,HCMLS,250005045,N,Y,40.7360074,-74.0389214
MLS Listing,,Condo/Co-op,106 OAK St #1,Jersey City,NJ,07304,699000,3,2.5,Jersey City (Bergen-Lafayette),1545,,,24,452,300,Active,,,https://www.redfin.com/NJ/Jersey-City/106-Oak-St-07304/unit-1/home/183592970,HCMLS,250004895,N,Y,40.7148875,-74.0785473
MLS Listing,,Condo/Co-op,2787 JOHN F KENNEDY Blvd #411,Jersey City,NJ,07306,599000,3,2.0,Jersey City (Journal Square),1174,,,24,510,623,Active,,,https://www.redfin.com/NJ/Jersey-City/2787-John-F-Kennedy-Blvd-07306/unit-411/home/36563960,HCMLS,250004886,N,Y,40.7311314,-74.0682401
MLS Listing,,Single Family Residential,78 Carriage House Rd,Bernardsville,NJ,07924,2500000,5,4.5,Bernardsville,5483,273992,1975,26,456,,Active,,,https://www.redfin.com/NJ/Bernardsville/78-Carriage-House-Rd-07924/home/37713468,BRIGHT MLS,NJSO2004176,N,Y,40.7499196,-74.5798525
MLS Listing,,Single Family Residential,732 Waterford Dr,Edison,NJ,08817,409900,2,2.0,Edison,1034,96,1994,32,396,343,Active,,,https://www.redfin.com/NJ/Edison/732-Waterford-Dr-08817/home/179476056,CJMLS,2561141M,N,Y,40.5438532,-74.3984747
MLS Listing,,Single Family Residential,1431 51ST St,North Bergen,NJ,07047,615000,3,2.0,North Bergen,1300,,,35,473,,Active,,,https://www.redfin.com/NJ/North-Bergen/1431-51st-St-07047/home/36596617,HCMLS,250003938,N,Y,40.786011597,-74.02782175
MLS Listing,,Condo/Co-op,1111 Conrad Way #1111,Franklin Twp.,NJ,08873-6076,459900,2,2.0,Somerset Run,1882,,2005,125,244,843,Active,,,https://www.redfin.com/NJ/Somerset/1111-Conrad-Way-08873/home/37652653,GSMLS,3936157,N,Y,40.5272112,-74.5394125
MLS Listing,,Multi-Family (2-4 Unit),285 LEMBECK Ave,Jersey City,NJ,07305,1155000,10,6.5,Jersey City (Greenville),,,,13,,,Active,,,https://www.redfin.com/NJ/Jersey-City/285-Lembeck-Ave-07305/home/36526070,HCMLS,250005732,N,Y,40.6995903,-74.0974187
MLS Listing,,Multi-Family (2-4 Unit),45 EDWARDS Ct,Bayonne,NJ,07002,895000,6,3.0,Bayonne,,,,13,,,Active,,,https://www.redfin.com/NJ/Bayonne/45-Edwards-Ct-07002/home/36472362,HCMLS,250005731,N,Y,40.6607227,-74.1319329
MLS Listing,,Single Family Residential,109 Maple Ave,Montclair,NJ,07042,675000,3,2.0,Montclair,,2825,,13,,,Active,,,https://www.redfin.com/NJ/Montclair/109-Maple-Ave-07042/home/36229050,NJMLS,25008386,N,Y,40.8031925,-74.2139571
MLS Listing,,Condo/Co-op,80 Bay Street Ln Unit 5D,St. Georges,NY,10301,635000,1,1.5,St. Georges,1200,,1985,13,529,,Active,,,https://www.redfin.com/NY/Staten-Island/80-Bay-Street-Lndg-10301/unit-5D/home/56116400,BNYMLS,490312,N,Y,40.6393422,-74.0737532
MLS Listing,,Single Family Residential,14 Lexington Ave,Carteret,NJ,07008,725000,5,3.5,Carteret,2000,5798,1958,13,363,,Active,,,https://www.redfin.com/NJ/Carteret/14-Lexington-Ave-07008/home/36761671,CJMLS,2510793R,N,Y,40.5868028,-74.2284738
MLS Listing,,Single Family Residential,145 Melrose Ave,Irvington,NJ,07111,319900,3,2.0,Irvington,,2801,,13,,,Active,,,https://www.redfin.com/NJ/Irvington/145-Melrose-Ave-07111/home/36169708,NJMLS,25009399,N,Y,40.7351732,-74.226929
MLS Listing,,Single Family Residential,778 Harbortown Blvd,Perth Amboy,NJ,08861,399999,3,3.0,Perth Amboy,1685,,1999,13,237,434,Active,,,https://www.redfin.com/NJ/Perth-Amboy/778-Harbortown-08861/home/183391311,CJMLS,2510912R,N,Y,40.519979,-74.2595018
MLS Listing,,Single Family Residential,1232 Bay St,New York,NY,10305,1750000,1,1.0,New York,,2500,,13,,,Active,,,https://www.redfin.com/NY/Staten-Island/1232-Bay-St-10305/home/195156406,BNYMLS,490322,N,Y,40.6131128,-74.0656764
MLS Listing,,Multi-Family (2-4 Unit),93 SHERMAN Pl,Jersey City,NJ,07307,1999000,4,3.0,Jersey City (Heights),,,,13,,,Active,,,https://www.redfin.com/NJ/Jersey-City/93-Sherman-Pl-07307/home/36417476,HCMLS,250005727,N,Y,40.7452359,-74.0550821
MLS Listing,,Condo/Co-op,234 SOUTH St #2,Jersey City,NJ,07307,899000,3,2.0,Jersey City (Heights),1350,,,13,666,226,Active,,,https://www.redfin.com/NJ/Jersey-City/234-South-St-07307/unit-2/home/190538722,HCMLS,250005726,N,Y,40.7513912,-74.0524225
MLS Listing,,Condo/Co-op,93 LAIDLAW Ave Unit 1A,Jersey City,NJ,07306,889000,4,2.5,Jersey City (Heights),2012,,,13,442,,Active,,,https://www.redfin.com/NJ/Jersey-City/93-Laidlaw-Ave-07306/unit-1A/home/194805033,HCMLS,250005724,N,Y,40.7372859,-74.0539406
MLS Listing,,Condo/Co-op,256 WEBSTER Ave #1,Jersey City,NJ,07307,699000,3,2.0,Jersey City (Heights),1213,,,13,576,298,Active,,,https://www.redfin.com/NJ/Jersey-City/256-Webster-Ave-07307/unit-1/home/194742700,HCMLS,250005722,N,Y,40.747134,-74.044044
MLS Listing,,Single Family Residential,66.5 CHARLES St,Jersey City,NJ,07307,669000,3,1.5,Jersey City (Heights),,,,13,,,Active,,,https://www.redfin.com/NJ/Jersey-City/66-Charles-St-07307/home/36522127,HCMLS,250005723,N,Y,40.749214,-74.0508547
MLS Listing,,Condo/Co-op,347 PAVONIA Ave #6,Jersey City,NJ,07302,725000,2,2.0,Jersey City (Downtown),1410,,,13,514,448,Active,,,https://www.redfin.com/NJ/Jersey-City/347-Pavonia-Ave-07302/unit-6/home/193046189,HCMLS,250005721,N,Y,40.7278703,-74.049663
MLS Listing,,Multi-Family (2-4 Unit),249 Forest Ave,Lyndhurst,NJ,07071,769000,3,2.5,Lyndhurst,,5998,,13,,,Active,,,https://www.redfin.com/NJ/Lyndhurst/249-Forest-Ave-07071/home/35778717,NJMLS,25009307,N,Y,40.8104925,-74.1304479
MLS Listing,,Condo/Co-op,166 STEUBEN St #1,Jersey City,NJ,07302,1249000,3,2.5,Jersey City (Downtown),1775,,,13,704,,Active,,,https://www.redfin.com/NJ/Jersey-City/166-Steuben-St-07302/unit-1/home/190748415,HCMLS,250005720,N,Y,40.7196998,-74.0402753
MLS Listing,,Condo/Co-op,22 PERRINE Ave #2,Jersey City,NJ,07306,999000,4,3.5,Jersey City (Journal Square),2376,,,13,420,,Active,,,https://www.redfin.com/NJ/Jersey-City/22-Perrine-Ave-07306/unit-2/home/185921974,HCMLS,250005719,N,Y,40.7292591,-74.0607042
MLS Listing,,Multi-Family (2-4 Unit),244 Franklin St,Elizabeth City,NJ,07206-1625,649999,6,3.0,Elizabeth City,19998,3049,,13,33,,Active,,,https://www.redfin.com/NJ/Elizabethport/244-Franklin-St-07206/home/37837588,GSMLS,3952866,N,Y,40.6504043,-74.1925611
MLS Listing,,Multi-Family (2-4 Unit),108 Berkshire Pl,Irvington Twp.,NJ,07111-3060,575000,5,3.0,Irvington Twp.,,3049,1953,13,,,Active,,,https://www.redfin.com/NJ/Irvington/108-Berkshire-Pl-07111/home/36178157,GSMLS,3952863,N,Y,40.7158873,-74.2335154
MLS Listing,,Condo/Co-op,70 GARDNER Ave #2,Jersey City,NJ,07304,799000,3,2.5,Jersey City (Journal Square),1429,,,13,559,,Active,,,https://www.redfin.com/NJ/Jersey-City/70-Gardner-Ave-07304/unit-2/home/190838694,HCMLS,250005713,N,Y,40.7207219,-74.0700001
MLS Listing,,Condo/Co-op,46 GARDNER Ave #2,Jersey City,NJ,07304,835000,3,2.5,Jersey City (Journal Square),1858,,,13,449,,Active,,,https://www.redfin.com/NJ/Jersey-City/46-Gardner-Ave-07304/unit-2/home/190841019,HCMLS,250005714,N,Y,40.720357,-74.069007
MLS Listing,,Condo/Co-op,10 BRINKERHOFF St #303,Jersey City,NJ,07304,679000,2,2.0,Jersey City (Bergen-Lafayette),1137,,,13,597,,Active,,,https://www.redfin.com/NJ/Jersey-City/10-Brinkerhoff-St-07304/unit-303/home/188774918,HCMLS,250005712,N,Y,40.7180235,-74.0709294
MLS Listing,,Condo/Co-op,10 BRINKERHOFF St #201,Jersey City,NJ,07304,449000,1,1.0,Jersey City (Bergen-Lafayette),767,,,13,585,,Active,,,https://www.redfin.com/NJ/Jersey-City/10-Brinkerhoff-St-07304/unit-201/home/190217976,HCMLS,250005711,N,Y,40.7180235,-74.0709294
MLS Listing,,Condo/Co-op,138 71 St Unit C4,Brooklyn,NY,11209,239000,0,1.0,Brooklyn,450,,1950,13,531,,Active,,,https://www.redfin.com/NY/Brooklyn/138-71st-St-11209/unit-C4/home/40681092,BNYMLS,490224,N,Y,40.635057,-74.0310044
MLS Listing,,Single Family Residential,439 Marine Ave,Brooklyn,NY,11209,888000,2,2.0,Brooklyn,936,1430,1930,13,949,,Active,,,https://www.redfin.com/NY/Brooklyn/439-Marine-Ave-11209/home/40820559,BNYMLS,490254,N,Y,40.6136509,-74.0314254
MLS Listing,,Condo/Co-op,1223 HARMON COVE TOWER #1223,Secaucus,NJ,07094,350000,2,2.0,Secaucus,1379,,,13,254,1056,Active,,,https://www.redfin.com/NJ/Secaucus/1223-Harmon-Cove-Tower-07094/home/36606381,HCMLS,250005707,N,Y,40.7816362,-74.0784625
MLS Listing,,Condo/Co-op,264 9TH St Unit 1K,Jersey City,NJ,07302,595000,1,1.0,Jersey City (Downtown),785,,,13,758,671,Active,,,https://www.redfin.com/NJ/Jersey-City/286-9th-St-07302/unit-1K/home/146328988,HCMLS,250005706,N,Y,40.7286986,-74.0464215
MLS Listing,,Single Family Residential,587 West Ct,Scotch Plains Twp.,NJ,07076-1944,1299000,5,2.5,Scotch Plains Twp.,,8712,1956,13,,,Active,,,https://www.redfin.com/NJ/Scotch-Plains/587-West-Ct-07076/home/38051917,GSMLS,3952850,N,Y,40.6545355,-74.3855006
MLS Listing,,Condo/Co-op,15 Dartmouth Ave Unit 3A,Bridgewater Twp.,NJ,08807-3422,249900,2,1.0,Bridgewater Township,,,1960,13,,342,Active,,,https://www.redfin.com/NJ/Bridgewater/15-Dartmouth-Ave-08807/unit-3A/home/37649837,GSMLS,3952849,N,Y,40.572773,-74.5811218
MLS Listing,,Condo/Co-op,10 BRINKERHOFF St #203,Jersey City,NJ,07304,449000,1,1.0,Jersey City (Bergen-Lafayette),802,,,13,560,134,Active,,,https://www.redfin.com/NJ/Jersey-City/10-Brinkerhoff-St-07304/unit-203/home/189063269,HCMLS,250005704,N,Y,40.7180235,-74.0709294
MLS Listing,,Townhouse,5125 Amboy Rd,Staten Island,NY,10312,1628000,3,2.5,Annadale,2508,4407,2004,13,649,,Active,,,https://www.redfin.com/NY/Staten-Island/5125-Amboy-Rd-10312/home/56091476,SIBORMLS,2501572,N,Y,40.53599,-74.1814291
MLS Listing,,Single Family Residential,285 Bartlett Ave,Staten Island,NY,10312,599000,2,1.5,Eltingville,1480,1820,1990,13,405,,Active,,,https://www.redfin.com/NY/Staten-Island/285-Bartlett-Ave-10312/home/56107493,SIBORMLS,2501571,N,Y,40.5552217,-74.167382
MLS Listing,,Condo/Co-op,389 WASHINGTON St Unit 11H,Jersey City,NJ,07302,775000,1,1.0,Jersey City (Downtown),756,,,13,1025,600,Active,,,https://www.redfin.com/NJ/Jersey-City/389-Washington-St-07302/unit-11H/home/40620638,HCMLS,250005700,N,Y,40.7214644,-74.036852
MLS Listing,,Condo/Co-op,128 MADISON St Unit 1L,Hoboken,NJ,07030,435000,1,1.0,Hoboken,550,,,13,791,284,Active,,,https://www.redfin.com/NJ/Hoboken/128-Madison-St-07030/unit-1L/home/36437745,HCMLS,250005099,N,Y,40.7399836,-74.0390552
MLS Listing,,Single Family Residential,15 Hamilton Ave,Cranford Twp.,NJ,07016-2447,1399000,7,3.5,Cranford Twp.,,18730,1895,13,,,Active,,,https://www.redfin.com/NJ/Cranford/15-Hamilton-Ave-07016/home/37819928,GSMLS,3952834,N,Y,40.6593686,-74.2956188
MLS Listing,,Townhouse,198 Hylan Blvd,Staten Island,NY,10305,838000,4,3.5,Rosebank,1216,3139,1996,13,689,,Active,,,https://www.redfin.com/NY/Staten-Island/198-Hylan-Blvd-10305/home/56041131,SIBORMLS,2501570,N,Y,40.6124865,-74.0687276
MLS Listing,,Townhouse,85 Wakeman Ave,Newark,NJ,07104,545000,4,3.5,Newark,,1612,,13,,,Active,,,https://www.redfin.com/NJ/Newark/85-Wakeman-Ave-07104/home/36244230,NJMLS,25009476,N,Y,40.7646053,-74.167404
MLS Listing,,Multi-Family (2-4 Unit),463 21st St,Irvington,NJ,07111,999900,12,6.0,Irvington,,2919,,13,,,Active,,,https://www.redfin.com/NJ/Irvington/463-21st-St-07111/home/36175224,NJMLS,25009437,N,Y,40.7271182,-74.2174091
MLS Listing,,Other,742 Lyons Ave,Irvington,NJ,07111,1299000,,,Irvington,,,,13,,,Active,,,https://www.redfin.com/NJ/Irvington/742-Lyons-Ave-07111/home/195155126,NJMLS,25009484,N,Y,40.7216385,-74.2332248
MLS Listing,,Condo/Co-op,99 HUDSON St #4810,Jersey City,NJ,07302,1550000,2,2.0,Jersey City (Downtown),1164,,,13,1332,,Active,,,https://www.redfin.com/NJ/Jersey-City/99-Hudson-St-07302/unit-4810/home/171606914,HCMLS,250005693,N,Y,40.7156252,-74.0348194
MLS Listing,,Multi-Family (2-4 Unit),13 SILVER St,Bayonne,NJ,07002,869000,7,5.0,Bayonne,,,,13,,,Active,,,https://www.redfin.com/NJ/Bayonne/13-Silver-St-07002/home/36475765,HCMLS,250005694,N,Y,40.6529923,-74.1266919
MLS Listing,,Multi-Family (2-4 Unit),267 New York Ave,Newark,NJ,07105,750000,5,3.0,Newark,,2505,,13,,,Active,,,https://www.redfin.com/NJ/Newark/267-New-York-Ave-07105/home/36254416,NJMLS,25009469,N,Y,40.7249232,-74.1579736
MLS Listing,,Condo/Co-op,40-44 Rome St #3,Newark,NJ,07105,380000,2,1.0,Newark,,7500,,13,,300,Active,,,https://www.redfin.com/NJ/Newark/40-44-Rome-St-07105/unit-3/home/145123866,NJMLS,25009439,N,Y,40.7217699,-74.1495999
MLS Listing,,Single Family Residential,82 Piedmont Ave,Staten Island,NY,10305,2295000,4,3.5,Staten Island,4500,4000,2024,13,510,,Active,,,https://www.redfin.com/NY/Staten-Island/82-Piedmont-Ave-10305/home/56130725,OneKey® MLS as Distributed by MLS Grid,840024,N,Y,40.6018667,-74.075118
MLS Listing,,Townhouse,251 Cambridge Ave,Staten Island,NY,10314,1348000,6,5.0,Westerleigh,2600,4000,2018,13,518,,Active,,,https://www.redfin.com/NY/Staten-Island/251-Cambridge-Ave-10314/home/56061934,SIBORMLS,2501569,N,Y,40.6114228,-74.1502716
MLS Listing,,Condo/Co-op,40-44 Rome St #3,Newark City,NJ,07105-3318,380000,2,1.0,Newark City,,7405,1992,13,,,Active,,,https://www.redfin.com/NJ/Newark/40-44-Rome-St-07105/unit-3/home/153822135,GSMLS,3952814,N,Y,40.7229271,-74.1481727
MLS Listing,,Single Family Residential,280 Oldfield St,Staten Island,NY,10306,849900,4,2.5,Midland Beach,2496,2600,1985,13,341,,Active,,,https://www.redfin.com/NY/Staten-Island/280-Oldfield-St-10306/home/56067488,SIBORMLS,2501568,N,Y,40.5731584,-74.1002604
MLS Listing,,Condo/Co-op,99 HUDSON St #4102,Jersey City,NJ,07302,1495000,2,2.0,Jersey City (Downtown),1164,,,13,1284,1036,Active,,,https://www.redfin.com/NJ/Jersey-City/99-Hudson-St-07302/unit-4102/home/171606823,HCMLS,250005687,N,Y,40.7156252,-74.0348194
MLS Listing,,Townhouse,59 Willowwood Ln,Staten Island,NY,10308,898988,4,3.5,Great Kills,2408,2510,1982,13,373,,Active,,,https://www.redfin.com/NY/Staten-Island/59-Willow-Wood-Ln-10308/home/56086641,SIBORMLS,2501567,N,Y,40.559264,-74.143235
MLS Listing,,Other,1400 Springfield Ave,Irvington,NJ,07111,1099000,,,Irvington,,,,13,,,Active,,,https://www.redfin.com/NJ/Irvington/1400-Springfield-Ave-07111/home/195154427,NJMLS,25009455,N,Y,40.724024,-74.247504
MLS Listing,,Condo/Co-op,99 HUDSON St #4100,Jersey City,NJ,07302,1465000,2,2.0,Jersey City (Downtown),1117,,,13,1312,994,Active,,,https://www.redfin.com/NJ/Jersey-City/99-Hudson-St-07302/unit-4100/home/171606821,HCMLS,250005686,N,Y,40.7156252,-74.0348194
MLS Listing,,Single Family Residential,150 W 5Th Ave,Roselle Boro,NJ,07203-1903,879900,7,3.5,Roselle Boro,,10018,,13,,,Active,,,https://www.redfin.com/NJ/Roselle/150-W-5th-Ave-07203/home/38027588,GSMLS,3952805,N,Y,40.6551219,-74.2648142
MLS Listing,,Condo/Co-op,99 HUDSON St #4203,Jersey City,NJ,07302,845000,1,1.0,Jersey City (Downtown),758,,,13,1115,,Active,,,https://www.redfin.com/NJ/Jersey-City/99-Hudson-St-07302/unit-4203/home/171606836,HCMLS,250005680,N,Y,40.7156252,-74.0348194
MLS Listing,,Multi-Family (2-4 Unit),59 Oxford Pl,Staten Island,NY,10301,1599999,8,4.0,Silver Lake,3900,4000,1920,13,410,,Active,,,https://www.redfin.com/NY/Staten-Island/59-Oxford-Pl-10301/home/56086975,SIBORMLS,2501563,N,Y,40.6332923,-74.0880829
MLS Listing,,Single Family Residential,465 Elmwood Ave,Maplewood,NJ,07040,849000,4,2.5,Maplewood,,5001,,13,,,Active,,,https://www.redfin.com/NJ/Maplewood/465-Elmwood-Ave-07040/home/36369626,NJMLS,25006314,N,Y,40.7306284,-74.2640109
MLS Listing,,Condo/Co-op,99 HUDSON St #4101,Jersey City,NJ,07302,1028000,1,1.0,Jersey City (Downtown),839,,,13,1225,,Active,,,https://www.redfin.com/NJ/Jersey-City/99-Hudson-St-07302/unit-4101/home/171606822,HCMLS,250005676,N,Y,40.7156252,-74.0348194
MLS Listing,,Condo/Co-op,155 Bay St Unit 4h,Staten Island,NY,10301,429000,1,2.0,Tompkinsville,962,1008,2005,13,446,702,Active,,,https://www.redfin.com/NY/Staten-Island/155-Bay-St-10301/unit-4H/home/56135007,SIBORMLS,2501562,N,Y,40.638148,-74.0756332
MLS Listing,,Multi-Family (2-4 Unit),127 W 48TH St,Bayonne,NJ,07002,898000,5,2.0,Bayonne,,,,13,,,Active,,,https://www.redfin.com/NJ/Bayonne/127-W-48th-St-07002/home/36462517,HCMLS,250005674,N,Y,40.6844052,-74.1086265
MLS Listing,,Single Family Residential,56 Ridge St,Orange,NJ,07050,599900,5,2.0,Orange,2764,6534,1899,13,217,,Pre On-Market,,,https://www.redfin.com/NJ/Orange/56-Ridge-St-07050/home/36324683,BRIGHT MLS,NJES2000244,N,Y,40.7756538,-74.2336125
MLS Listing,,Townhouse,100 Everett Ave,Staten Island,NY,10309,1298889,3,3.5,Princes Bay,2810,4999,1992,13,462,,Active,,,https://www.redfin.com/NY/Staten-Island/100-Everett-Ave-10309/home/56020197,SIBORMLS,2501559,N,Y,40.5170293,-74.2046303
MLS Listing,,Condo/Co-op,60 E Parkway Dr Unit 11C,East Orange,NJ,07017,260000,2,2.0,East Orange,,,,13,,816,Active,,,https://www.redfin.com/NJ/East-Orange/60-Parkway-Dr-E-07017/unit-11C/home/36076489,NJMLS,25009421,N,Y,40.7692599,-74.2036133
MLS Listing,,Condo/Co-op,302 96th St Unit 2A,Brooklyn,NY,11209,359000,1,1.0,Brooklyn,725,,1951,13,495,808,Active,,,https://www.redfin.com/NY/Brooklyn/302-96th-St-11209/unit-2A/home/40660524,OneKey® MLS as Distributed by MLS Grid,839879,N,Y,40.61593,-74.0335829
MLS Listing,,Multi-Family (2-4 Unit),172 6TH St,Harrison,NJ,07029,938000,9,3.0,Harrison,,,,13,,,Active,,,https://www.redfin.com/NJ/Harrison/172-6th-St-07029/home/36486721,HCMLS,250005668,N,Y,40.7455044,-74.1521416
MLS Listing,,Single Family Residential,63 Village Rd,Harding Twp.,NJ,07960-7315,3949000,7,8.0,New Vernon,9000,295772,2023,13,439,,Active,,,https://www.redfin.com/NJ/Morristown/63-Village-Dr-07960/home/37112034,GSMLS,3952760,N,Y,40.7869735,-74.4580862
MLS Listing,,Townhouse,86 Serrell Ave,Staten Island,NY,10312,1499000,4,3.5,Eltingville,2606,3850,2017,13,575,,Active,,,https://www.redfin.com/NY/Staten-Island/86-Serrell-Ave-10312/home/92332178,SIBORMLS,2501557,N,Y,40.5471275,-74.1701143
MLS Listing,,Condo/Co-op,1 SHORE Ln #806,Jersey City,NJ,07310,950000,2,2.0,Jersey City (Downtown),1175,,,13,809,922,Active,,,https://www.redfin.com/NJ/Jersey-City/1-Shore-Ln-07310/unit-806/home/39919613,HCMLS,250005663,N,Y,40.7304035,-74.0323796
MLS Listing,,Condo/Co-op,10 Smith Manor Blvd #406,West Orange,NJ,07052,769000,3,2.5,West Orange,,,,13,,1933,Active,,,https://www.redfin.com/NJ/West-Orange/10-Smith-Manor-Blvd-07052/unit-406/home/36357595,NJMLS,25009394,N,Y,40.8017467,-74.2416162
MLS Listing,,Condo/Co-op,329 ADAMS St #4,Hoboken,NJ,07030,575000,2,1.0,Hoboken,790,,,13,728,400,Active,,,https://www.redfin.com/NJ/Hoboken/329-Adams-St-07030/unit-4/home/36491987,HCMLS,250005661,N,Y,40.7421282,-74.0360379
MLS Listing,,Single Family Residential,657 PALISADE Ave,Jersey City,NJ,07307,649000,3,1.0,Jersey City (Heights),,,,13,,,Active,,,https://www.redfin.com/NJ/Jersey-City/657-Palisade-Ave-07307/home/36520291,HCMLS,250005660,N,Y,40.7509781,-74.0400757
MLS Listing,,Townhouse,74 Pitney Ave,Staten Island,NY,10309,1299000,3,3.5,Princes Bay,2080,3500,2001,13,625,140,Active,,,https://www.redfin.com/NY/Staten-Island/74-Pitney-Ave-10309/home/56090269,SIBORMLS,2501148,N,Y,40.5300902,-74.220325
MLS Listing,,Single Family Residential,2 Hoyt St,Madison Boro,NJ,07940-1633,1900000,5,4.5,Madison Boro,,16117,1997,13,,,Active,,,https://www.redfin.com/NJ/Madison/2-Hoyt-St-07940/home/37213621,GSMLS,3951615,N,Y,40.7691901,-74.4052868
MLS Listing,,Townhouse,4 Riga Ct,Scotch Plains Twp.,NJ,07076-2059,550000,2,3.0,Riga Estates,1520,,2002,13,362,545,Active,,,https://www.redfin.com/NJ/Scotch-Plains/4-Riga-Ct-07076/home/37750784,GSMLS,3952375,N,Y,40.660266,-74.380754
MLS Listing,,Single Family Residential,147 Watchung Ave,Chatham Boro,NJ,07928-1829,1750000,4,3.5,Chatham Boro,,9583,1927,13,,,Active,,,https://www.redfin.com/NJ/Chatham/147-Watchung-Ave-07928/home/37136831,GSMLS,3951848,N,Y,40.7349181,-74.3895159
