SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),152 Court St,Elizabeth City,NJ,07206-1805,675000,5,4.0,Elizabeth City,,2613,1920,13,,,Active,,,https://www.redfin.com/NJ/Elizabethport/152-Court-St-07206/home/37837161,GSMLS,3952160,N,Y,40.6512852,-74.1862779
MLS Listing,,Townhouse,126 Pouch Ter,Staten Island,NY,10305,999999,5,2.5,Grasmere,2200,4344,1974,13,455,,Active,,,https://www.redfin.com/NY/Staten-Island/126-Pouch-Ter-10305/home/56026711,SIBORMLS,2501287,N,Y,40.6029485,-74.076418
MLS Listing,,Multi-Family (2-4 Unit),768-B State St,Perth Amboy,NJ,08861,650000,0,,Perth Amboy,1962,2021,1940,13,331,,Active,,,https://www.redfin.com/NJ/Perth-Amboy/768-State-St-08861/home/194746400,CJMLS,2510882R,N,Y,40.5238652,-74.2641234
MLS Listing,,Single Family Residential,5 Osprey Ct,Staten Island,NY,10308,2650000,4,4.5,Great Kills,4614,11110,2025,14,574,,Active,,,https://www.redfin.com/NY/Staten-Island/5-Osprey-Ct-10308/home/170436554,SIBORMLS,2501553,N,Y,40.546658,-74.137171
MLS Listing,,Multi-Family (2-4 Unit),21 BOYD Ave,Jersey City,NJ,07304,599999,4,2.0,Jersey City (Bergen-Lafayette),,,,14,,,Active,,,https://www.redfin.com/NJ/Jersey-City/21-Boyd-Ave-07304/home/36552338,HCMLS,250005657,N,Y,40.7155285,-74.0812433
MLS Listing,,Single Family Residential,1016 Chancellor Ave,Maplewood Twp.,NJ,07040-3015,900000,4,2.0,Light Commercial,3200,10018,1945,14,281,,Active,,,https://www.redfin.com/NJ/Maplewood/1016-Chancellor-Ave-07040/home/194448211,GSMLS,3952716,N,Y,40.7223635,-74.2506963
MLS Listing,,Single Family Residential,526 88th St,Brooklyn,NY,11209,1088888,3,2.5,Brooklyn,2166,1900,1940,14,503,,Active,,,https://www.redfin.com/NY/Brooklyn/526-88th-St-11209/home/40819392,BNYMLS,490306,N,Y,40.6198386,-74.0265969
MLS Listing,,Single Family Residential,17 John St,Chatham Boro,NJ,07928-2208,2999999,5,4.5,Chatham Boro,,11325,2025,14,,,Pre On-Market,,,https://www.redfin.com/NJ/Chatham/17-John-St-07928/home/37136585,GSMLS,3952705,N,Y,40.7455723,-74.3852786
MLS Listing,,Townhouse,1435 Barnhardt Ln #1435,Rahway City,NJ,07065-5088,495000,2,2.5,Riverwalk At Rahway,1745,2613,2006,14,284,365,Active,,,https://www.redfin.com/NJ/Rahway/1435-Barnhardt-Ln-07065/unit-1435/home/178521351,GSMLS,3952699,N,Y,40.602863,-74.2705791
MLS Listing,,Multi-Family (2-4 Unit),1518 38TH St,North Bergen,NJ,07047,995000,4,3.0,North Bergen,,,,14,,,Active,,,https://www.redfin.com/NJ/North-Bergen/1518-38th-St-07047/home/36596057,HCMLS,250005651,N,Y,40.779704,-74.034957
MLS Listing,,Multi-Family (2-4 Unit),69 W 19TH St,Bayonne,NJ,07002,999000,7,5.0,Bayonne,,,,14,,,Active,,,https://www.redfin.com/NJ/Bayonne/69-W-19th-St-07002/home/36470455,HCMLS,250005650,N,Y,40.6630918,-74.1233422
MLS Listing,,Single Family Residential,68 Brunswick St,Newark City,NJ,07114-1955,450000,4,1.0,Newark City,,3049,1857,14,,,Active,,,https://www.redfin.com/NJ/Newark/68-Brunswick-St-07114/home/36275441,GSMLS,3952690,N,Y,40.7239644,-74.1823194
MLS Listing,,Single Family Residential,1435 Barnhardt Ln #604,Rahway,NJ,07065,495000,2,2.5,Rahway,1745,2400,2006,14,284,356,Active,,,https://www.redfin.com/NJ/Rahway/1435-Barnhardt-Ln-07065/unit-604/home/171789531,CJMLS,2561262M,N,Y,40.6028738,-74.270594
MLS Listing,,Multi-Family (2-4 Unit),67 W 19TH St,Bayonne,NJ,07002,999000,,,Bayonne,,,,14,,,Active,,,https://www.redfin.com/NJ/Bayonne/67-W-19th-St-07002/home/36470452,HCMLS,250005648,N,Y,40.6630426,-74.1232751
MLS Listing,,Townhouse,89 LINCOLN St #2,Jersey City,NJ,07307,949000,3,3.5,Jersey City (Heights),1642,,,14,578,,Active,,,https://www.redfin.com/NJ/Jersey-City/89-Lincoln-St-07307/unit-2/home/185538421,HCMLS,250005647,N,Y,40.7479945,-74.0529733
MLS Listing,,Single Family Residential,77 Warwick St,East Orange City,NJ,07017-5020,490000,4,2.0,East Orange City,,3484,1925,14,,,Active,,,https://www.redfin.com/NJ/East-Orange/77-Warwick-St-07017/home/36144006,GSMLS,3952681,N,Y,40.7725746,-74.193702
MLS Listing,,Single Family Residential,688 N Railroad Ave,Staten Island,NY,10304,679900,3,1.5,Dongan Hills-Above Hylan,1410,2902,1980,14,482,,Active,,,https://www.redfin.com/NY/Staten-Island/688-N-Railroad-Ave-10304/home/56114276,SIBORMLS,2501552,N,Y,40.5882578,-74.0975184
MLS Listing,,Condo/Co-op,256 WEBSTER Ave #3,Jersey City,NJ,07307,775000,3,2.0,Jersey City (Heights),1380,,,14,562,389,Active,,,https://www.redfin.com/NJ/Jersey-City/256-Webster-Ave-07307/unit-3/home/194742653,HCMLS,250005645,N,Y,40.747134,-74.044044
MLS Listing,,Multi-Family (2-4 Unit),33 Rose Ter,Newark,NJ,07108,499000,6,2.0,Newark,,3463,,14,,,Active,,,https://www.redfin.com/NJ/Newark/33-Rose-Ter-07108/home/36271755,NJMLS,25009375,N,Y,40.7266643,-74.2007438
MLS Listing,,Condo/Co-op,115 E 96th St Unit 6A,Brooklyn,NY,11209,948880,2,2.0,Brooklyn,953,,1988,14,996,,Active,,,https://www.redfin.com/NY/Brooklyn/115-96th-St-11209/unit-6A/home/40914733,BNYMLS,490300,N,Y,40.6163216,-74.0374941
MLS Listing,,Multi-Family (2-4 Unit),36-38 W 33RD St,Bayonne,NJ,07002,1199000,8,3.0,Bayonne,,,,14,,,Active,,,https://www.redfin.com/NJ/Bayonne/36-38-W-33rd-St-07002/home/193791341,HCMLS,250005639,N,Y,40.672521,-74.113059
MLS Listing,,Multi-Family (2-4 Unit),946 Elizabeth Ave,Elizabeth City,NJ,07201-2646,789000,2,2.5,Elizabeth City,,2613,1925,14,,,Active,,,https://www.redfin.com/NJ/Elizabeth/946-Elizabeth-Ave-07201/home/194976881,GSMLS,3952658,N,Y,40.6600525,-74.2069154
MLS Listing,,Single Family Residential,4309 KENNEDY Blvd,North Bergen,NJ,07047,615000,3,2.0,North Bergen,,,,14,,,Active,,,https://www.redfin.com/NJ/North-Bergen/4309-Kennedy-Blvd-07047/home/36596200,HCMLS,250005638,N,Y,40.7798803,-74.0264245
MLS Listing,,Multi-Family (2-4 Unit),319 21ST St,Union City,NJ,07087,799999,7,4.0,Union City,,,,14,,,Active,,,https://www.redfin.com/NJ/Union-City/319-21st-St-07087/home/36617670,HCMLS,250005636,N,Y,40.7649043,-74.0321122
MLS Listing,,Multi-Family (2-4 Unit),217 Myrtle Ave,Irvington Twp.,NJ,07111-2657,549000,6,3.0,Irvington Twp.,3000,3920,1960,14,183,,Active,,,https://www.redfin.com/NJ/Irvington/217-Myrtle-Ave-07111/home/36171856,GSMLS,3952651,N,Y,40.7331221,-74.2232608
MLS Listing,,Condo/Co-op,388 COMMUNIPAW Ave Unit 2A/201,Jersey City,NJ,07304,435000,2,1.0,Jersey City (Bergen-Lafayette),684,,,14,636,292,Active,,,https://www.redfin.com/NJ/Jersey-City/388-Communipaw-Ave-07304/unit-2A-201/home/192992229,HCMLS,250005633,N,Y,40.7127059,-74.0639078
MLS Listing,,Multi-Family (2-4 Unit),63 W 19TH St,Bayonne,NJ,07002,999000,7,5.0,Bayonne,,,,14,,,Active,,,https://www.redfin.com/NJ/Bayonne/63-W-19th-St-07002/home/165434288,HCMLS,250005632,N,Y,40.6629903,-74.1231013
MLS Listing,,Multi-Family (2-4 Unit),746 Trumbull St,Elizabeth City,NJ,07201-2821,510000,5,2.5,Elizabeth City,19998,2613,,14,26,,Active,,,https://www.redfin.com/NJ/Elizabeth/746-Trumbull-St-07201/home/37867120,GSMLS,3952631,N,Y,40.6624418,-74.196979
MLS Listing,,Townhouse,450 Drumgoole Rd W,Staten Island,NY,10312,867500,5,3.0,Arden Heights,2000,6532,1986,14,434,,Active,,,https://www.redfin.com/NY/Staten-Island/450-Drumgoole-Rd-W-10312/home/56098234,SIBORMLS,2501547,N,Y,40.5596059,-74.173986
MLS Listing,,Single Family Residential,35 Jeffrey Pl,Staten Island,NY,10307,2700000,4,5.0,Tottenville,5200,9435,1985,14,519,63,Active,,,https://www.redfin.com/NY/Staten-Island/35-Jeffrey-Pl-10307/home/56020997,SIBORMLS,2501546,N,Y,40.5118158,-74.2327136
MLS Listing,,Multi-Family (2-4 Unit),291 Laurel Ave,Kearny,NJ,07032,769000,5,3.0,Kearny,,3324,,14,,,Active,,,https://www.redfin.com/NJ/Kearny/291-Laurel-Ave-07032/home/36587485,NJMLS,25008291,N,Y,40.7708239,-74.135885
MLS Listing,,Multi-Family (2-4 Unit),732 18th Ave,Irvington,NJ,07111,684999,8,3.0,Irvington,,3419,,14,,,Active,,,https://www.redfin.com/NJ/Irvington/732-18th-Ave-07111/home/36173018,NJMLS,25009335,N,Y,40.7354983,-74.217296
MLS Listing,,Multi-Family (2-4 Unit),82 Pulaski Ave,Carteret,NJ,07008,950000,0,,Carteret,2688,5001,1908,14,353,,Active,,,https://www.redfin.com/NJ/Carteret/82-Pulaski-Ave-07008/home/36739703,CJMLS,2510858R,N,Y,40.5749865,-74.2259741
MLS Listing,,Single Family Residential,44 Lovell Ave,Staten Island,NY,10314,598800,2,1.5,New Springville,1158,1081,1986,14,517,254,Active,,,https://www.redfin.com/NY/Staten-Island/44-Lovell-Ave-10314/home/56062625,SIBORMLS,2501544,N,Y,40.5914442,-74.1501102
MLS Listing,,Townhouse,307 Bay 11th St,Brooklyn,NY,11228,1398000,4,2.5,Brooklyn,1928,2318,1950,14,725,,Active,,,https://www.redfin.com/NY/Brooklyn/307-Bay-11th-St-11228/home/40833387,OneKey® MLS as Distributed by MLS Grid,837570,N,Y,40.6043028,-74.0142273
MLS Listing,,Single Family Residential,46 Shepard Ave,East Orange City,NJ,07018-2903,449000,6,2.5,East Orange City,,5662,1925,14,,,Active,,,https://www.redfin.com/NJ/East-Orange/46-Shepard-Ave-07018/home/36149028,GSMLS,3952624,N,Y,40.7571302,-74.2167994
MLS Listing,,Single Family Residential,46 Arverne Ter,Irvington Twp.,NJ,07111-3815,349999,3,1.0,Irvington Twp.,,1742,1907,14,,,Active,,,https://www.redfin.com/NJ/Irvington/46-Arverne-Ter-07111/home/36063960,GSMLS,3952622,N,Y,40.7386208,-74.2159378
MLS Listing,,Multi-Family (5+ Unit),,Staten Island,NY,10304,1800000,4,2.0,,7707,5625,2008,14,234,,Active,,,https://www.redfin.com/NY/Staten-Island/Undisclosed-address-10304/home/166947038,SIBORMLS,2501545,N,Y,40.6276064,-74.0755419
MLS Listing,,Vacant Land,1930 Mountain Top Rd,Bridgewater Twp.,NJ,08807-2309,1250000,,,Mountain Top,,48787,,14,,,Active,,,https://www.redfin.com/NJ/Bridgewater-Township/1930-Mountain-Top-Rd-08807/home/161635298,GSMLS,3952609,N,Y,40.5897108,-74.5843554
MLS Listing,,Multi-Family (2-4 Unit),839 Cross Ave,Elizabeth City,NJ,07208-3538,679900,5,3.5,North Elizabeth,19998,4356,1920,14,34,,Active,,,https://www.redfin.com/NJ/Elizabeth/839-Cross-Ave-07208/home/37888016,GSMLS,3952610,N,Y,40.683225,-74.21016
MLS Listing,,Multi-Family (2-4 Unit),550 83rd St,Brooklyn,NY,11209,1850000,7,4.5,Brooklyn,2400,2400,1925,14,771,,Active,,,https://www.redfin.com/NY/Brooklyn/550-83rd-St-11209/home/40817852,BNYMLS,490276,N,Y,40.6226684,-74.0238957
MLS Listing,,Condo/Co-op,10 N Wood Ave #300,Linden City,NJ,07036-5200,240000,1,1.0,Linden Towers Condominiums,,871,1998,14,,524,Active,April-10-2025 05:00 PM,April-10-2025 07:00 PM,https://www.redfin.com/NJ/Linden/10-N-Wood-Ave-07036/unit-300/home/37931550,GSMLS,3952596,N,Y,40.6308577,-74.2513647
MLS Listing,,Townhouse,54 Poillon Ave,Staten Island,NY,10312,1675000,5,5.0,Annadale,3100,6880,2025,14,540,,Active,,,https://www.redfin.com/NY/Staten-Island/54-Poillon-Ave-10312/home/195138207,SIBORMLS,2501539,N,Y,40.5340068,-74.1784437
MLS Listing,,Single Family Residential,50 Poillon Ave,Staten Island,NY,10312,1550000,4,4.0,Annadale,2750,6000,2025,14,564,,Active,,,https://www.redfin.com/NY/Staten-Island/50-Poillon-Ave-10312/home/195137959,SIBORMLS,2501538,N,Y,40.5340985,-74.1784934
MLS Listing,,Single Family Residential,572 Bridgewater Ave,Bridgewater Twp.,NJ,08807-3216,465000,4,1.0,Bridgewater Twp.,,7405,1950,14,,,Active,,,https://www.redfin.com/NJ/Bridgewater/572-Bridgewater-Ave-08807/home/37762457,GSMLS,3952592,N,Y,40.5621698,-74.5826628
MLS Listing,,Single Family Residential,449 Willow Ave,Lyndhurst,NJ,07071,585000,3,2.0,Lyndhurst,,3698,,14,,,Active,,,https://www.redfin.com/NJ/Lyndhurst/449-Willow-Ave-07071/home/35778943,NJMLS,25007497,N,Y,40.8118829,-74.132443
MLS Listing,,Multi-Family (2-4 Unit),151 AUDUBON Ave,Jersey City,NJ,07305,900000,8,3.0,Jersey City (West Bergen),,,,14,,,Active,,,https://www.redfin.com/NJ/Jersey-City/151-Audubon-Ave-07305/home/36528043,HCMLS,250005616,N,Y,40.7106284,-74.0914998
MLS Listing,,Multi-Family (2-4 Unit),811 SIP St,Union City,NJ,07087,900000,5,4.0,Union City,,,,14,,,Active,,,https://www.redfin.com/NJ/Union-City/811-Sip-St-07087/home/36619279,HCMLS,250005611,N,Y,40.7738165,-74.0330379
MLS Listing,,Condo/Co-op,543 PALISADE Ave #5,Jersey City,NJ,07307,329000,1,1.0,Jersey City (Heights),693,,,14,475,241,Active,,,https://www.redfin.com/NJ/Jersey-City/543-Palisade-Ave-07307/unit-5/home/189071268,HCMLS,250005609,N,Y,40.7470545,-74.0427037
MLS Listing,,Multi-Family (2-4 Unit),184 W 17TH St,Bayonne,NJ,07002,869000,6,4.0,Bayonne,,,,14,,,Active,,,https://www.redfin.com/NJ/Bayonne/184-W-17th-St-07002/home/36471223,HCMLS,250005606,N,Y,40.6639495,-74.129274
MLS Listing,,Single Family Residential,323 Gill Ln Unit 5B,Iselin,NJ,08830,297000,1,1.0,Iselin,,,,14,,451,Active,,,https://www.redfin.com/NJ/Iselin/323-Gill-Ln-08830/unit-5B/home/37002924,CJMLS,2510840R,N,Y,40.5620099,-74.3141039
MLS Listing,,Multi-Family (2-4 Unit),361 Hawthorne Ave,Newark City,NJ,07112-3624,700000,6,5.0,Newark City,19998,2613,2004,14,35,,Active,,,https://www.redfin.com/NJ/Newark/361-Hawthorne-Ave-07112/home/191089554,GSMLS,3952559,N,Y,40.7180133,-74.2085432
MLS Listing,,Condo/Co-op,100 LEONARD St Unit 1L,Jersey City,NJ,07307-3107,400000,2,1.0,Jersey City (Heights),689,,,14,581,362,Active,,,https://www.redfin.com/NJ/Jersey-City/100-Leonard-St-07307/unit-1L/home/173784995,HCMLS,250005605,N,Y,40.7565612,-74.0476835
MLS Listing,,Condo/Co-op,1310 84th St Unit 1A,Brooklyn,NY,11228,588000,1,1.0,Brooklyn,706,,1987,14,833,,Active,,,https://www.redfin.com/NY/Brooklyn/1310-84th-St-11228/unit-1A/home/192824866,BNYMLS,490259,N,Y,40.6149687,-74.0126146
MLS Listing,,Single Family Residential,1 SISSON Ct,Bayonne,NJ,07002,635000,4,3.0,Bayonne,,,,14,,,Active,,,https://www.redfin.com/NJ/Bayonne/1-Sisson-Ct-07002/home/36472168,HCMLS,250005604,N,Y,40.6581804,-74.1216187
MLS Listing,,Condo/Co-op,4 BEACON Way #302,Jersey City,NJ,07304,549999,2,2.0,Jersey City (Journal Square),1264,,,14,435,1124,Active,,,https://www.redfin.com/NJ/Jersey-City/4-Beacon-Way-07304/unit-302/home/39918330,HCMLS,250005602,N,Y,40.7229017,-74.0640308
MLS Listing,,Multi-Family (2-4 Unit),428 56TH St,West New York,NJ,07093,675000,5,3.0,West New York,,,,14,,,Active,,,https://www.redfin.com/NJ/West-New-York/428-56th-St-07093/home/36638096,HCMLS,250005597,N,Y,40.7861134,-74.0171708
MLS Listing,,Townhouse,443 Home Ave,Staten Island,NY,10305,839000,5,2.0,Fort Wadsworth,1908,2500,1920,14,440,,Active,,,https://www.redfin.com/NY/Staten-Island/443-Home-Ave-10305/home/56110420,SIBORMLS,2501529,N,Y,40.6084624,-74.0653208
MLS Listing,,Condo/Co-op,9040 Fort Hamilton Pkwy Unit 3K,Brooklyn,NY,11209,490000,2,1.0,Brooklyn,996,,1955,14,492,,Active,,,https://www.redfin.com/NY/Brooklyn/9040-Fort-Hamilton-Pkwy-11209/unit-3K/home/40651469,BNYMLS,490264,N,Y,40.6176128,-74.0273604
MLS Listing,,Multi-Family (2-4 Unit),134 Ripley Pl,Elizabeth City,NJ,07206-2143,749000,6,3.0,Elizabeth City,2250,2178,1900,14,333,,Active,,,https://www.redfin.com/NJ/Elizabethport/134-Ripley-Pl-07206/home/37837454,GSMLS,3952535,N,Y,40.653754,-74.180395
MLS Listing,,Multi-Family (2-4 Unit),76 Vincent St,Newark City,NJ,07105-4376,949000,8,4.0,Newark City,39996,2613,1902,14,24,,Active,,,https://www.redfin.com/NJ/Newark/76-Vincent-St-07105/home/36269226,GSMLS,3952531,N,Y,40.7298213,-74.1365824
MLS Listing,,Multi-Family (2-4 Unit),732 18Th Ave #3,Irvington Twp.,NJ,07111-3713,684999,8,3.0,Irvington Twp.,29997,3484,1956,14,23,,Active,,,https://www.redfin.com/NJ/Irvington/732-18th-Ave-07111/unit-3/home/195134593,GSMLS,3952533,N,Y,40.7354983,-74.217296
MLS Listing,,Single Family Residential,48 Studio Ln,Staten Island,NY,10304,365000,2,2.0,Clifton,910,1104,1998,14,401,115,Active,,,https://www.redfin.com/NY/Staten-Island/48-Studio-Ln-10304/home/56040115,SIBORMLS,2501525,N,Y,40.6137634,-74.0794766
MLS Listing,,Condo/Co-op,358 3RD St Unit 3R,Hoboken,NJ,07030,439000,1,1.0,Hoboken,454,,,14,967,610,Active,,,https://www.redfin.com/NJ/Hoboken/358-3rd-St-07030/unit-3R/home/36434333,HCMLS,250005589,N,Y,40.7409593,-74.0351666
MLS Listing,,Condo/Co-op,310 Passaic Ave #305,Harrison,NJ,07029,349000,2,1.0,Harrison,,,,14,,260,Active,,,https://www.redfin.com/NJ/Harrison/310-Passaic-Ave-07029/unit-305/home/195134209,NJMLS,25009272,N,Y,40.7483245,-74.1642734
MLS Listing,,Multi-Family (2-4 Unit),1442 45TH St,North Bergen,NJ,07047,849000,7,2.0,North Bergen,,,,14,,,Active,,,https://www.redfin.com/NJ/North-Bergen/1442-45th-St-07047/home/36597037,HCMLS,250005586,N,Y,40.7830538,-74.0299016
MLS Listing,,Condo/Co-op,1115 WILLOW Ave #109,Hoboken,NJ,07030,629900,2,1.0,Hoboken,775,,,14,813,523,Active,,,https://www.redfin.com/NJ/Hoboken/1115-Willow-Ave-07030/unit-1-09/home/36496521,HCMLS,250005588,N,Y,40.7511726,-74.0302184
MLS Listing,,Single Family Residential,51 Cromwell Cir,Staten Island,NY,10304,2599000,5,5.0,Todt Hill,4320,18584,1980,14,602,,Active,,,https://www.redfin.com/NY/Staten-Island/51-Cromwell-Cir-10304/home/56060377,SIBORMLS,2501524,N,Y,40.59019,-74.108928
MLS Listing,,Multi-Family (2-4 Unit),1374 Lambert St,Rahway City,NJ,07065-1930,649000,4,3.0,Rahway City,19998,4356,1965,14,32,,Active,,,https://www.redfin.com/NJ/Rahway/1374-Lambert-St-07065/home/38009835,GSMLS,3952517,N,Y,40.6166757,-74.2926827
MLS Listing,,Single Family Residential,20 Cliff St Unit 3r,Staten Island,NY,10305,175000,0,1.0,Shore Acres,617,617,1964,14,284,800,Active,,,https://www.redfin.com/NY/Staten-Island/20-Cliff-St-10305/unit-3R/home/77417705,SIBORMLS,2501441,N,Y,40.6109595,-74.060351
MLS Listing,,Single Family Residential,269 College Ave,Staten Island,NY,10314,1299900,5,3.5,Westerleigh,2713,7200,1905,14,479,,Active,,,https://www.redfin.com/NY/Staten-Island/269-College-Ave-10314/home/56045771,SIBORMLS,2501523,N,Y,40.6213839,-74.1295709
MLS Listing,,Condo/Co-op,106 DUNCAN Ave Unit 3L,Jersey City,NJ,07306,425000,2,2.0,Jersey City (Journal Square),725,,,14,586,,Active,,,https://www.redfin.com/NJ/Jersey-City/106-Duncan-Ave-07306/unit-3L/home/148145289,HCMLS,250005582,N,Y,40.7258868,-74.0743712
MLS Listing,,Condo/Co-op,135 GARDEN St #4,Hoboken,NJ,07030,655000,2,1.0,Hoboken,835,,,14,784,429,Active,,,https://www.redfin.com/NJ/Hoboken/135-Garden-St-07030/unit-4/home/36499423,HCMLS,250005581,N,Y,40.7386838,-74.0319057
MLS Listing,,Townhouse,832 N Stiles St,Linden City,NJ,07036-4032,490000,2,2.0,Linden City,,1306,,14,,,Active,,,https://www.redfin.com/NJ/Linden/832-N-Stiles-St-07036/home/37940380,GSMLS,3952502,N,Y,40.628309,-74.2708985
MLS Listing,,Multi-Family (2-4 Unit),33 N 9Th St,Newark City,NJ,07107-1137,499900,6,4.0,Newark City,29997,3484,,14,17,,Active,,,https://www.redfin.com/NJ/Newark/33-N-9th-St-07107/home/36261450,GSMLS,3952498,N,Y,40.7566883,-74.191779
MLS Listing,,Single Family Residential,15 Heather Ln,Morris Twp.,NJ,07960-2843,900000,4,3.5,Wheatsheaf,3211,19166,1984,14,280,,Active,,,https://www.redfin.com/NJ/Morristown/15-Heather-Ln-07960/home/37245033,GSMLS,3952485,N,Y,40.8024397,-74.4990437
MLS Listing,,Single Family Residential,188 Wiley Ave,Plainfield City,NJ,07062,599900,4,3.0,Residential,,3920,,14,,,Active,,,https://www.redfin.com/NJ/Plainfield/188-Wiley-Ave-07062/home/37984018,GSMLS,3952475,N,Y,40.6390731,-74.4039867
MLS Listing,,Condo/Co-op,297 PAVONIA Ave Unit 2B,Jersey City,NJ,07302,749000,2,2.0,Jersey City (Downtown),964,2500,1880,14,777,495,Active,,,https://www.redfin.com/NJ/Jersey-City/297-Pavonia-Ave-07302/unit-2B/home/101706286,HCMLS,250005579,N,Y,40.7276705,-74.047298
MLS Listing,,Single Family Residential,1135 Dorsey Pl,Plainfield City,NJ,07062-2207,615000,4,1.5,Netherwood Heights,,7405,1926,14,,,Active,,,https://www.redfin.com/NJ/Plainfield/1135-Dorsey-Pl-07062/home/195033172,GSMLS,3952471,N,Y,40.6247564,-74.3949739
MLS Listing,,Condo/Co-op,1404 Edison Glen Ter #1404,Edison Twp.,NJ,08837-2939,569000,4,3.0,Edison,,,1992,14,,332,Active,,,https://www.redfin.com/NJ/Edison/1404-Glen-Ter-08837/unit-1404/home/36792460,GSMLS,3952469,N,Y,40.5201591,-74.3607246
MLS Listing,,Single Family Residential,626 Meadow St,Roselle Boro,NJ,07203-1514,419000,3,1.0,Roselle Boro,,3484,1910,14,,,Active,,,https://www.redfin.com/NJ/Roselle/626-Meadow-St-07203/home/38018770,GSMLS,3952470,N,Y,40.6603681,-74.2466063
MLS Listing,,Single Family Residential,343 Morris St,Long Hill Twp.,NJ,07980-1304,455000,2,1.5,Long Hill Twp.,,10018,1920,14,,,Active,,,https://www.redfin.com/NJ/Stirling/343-Morris-St-07980/home/37301236,GSMLS,3952431,N,Y,40.6698114,-74.4966134
MLS Listing,,Single Family Residential,1301 Putnam Ave,Plainfield City,NJ,07060-1923,665000,8,3.0,Plainfield City,,12196,1916,14,,,Active,,,https://www.redfin.com/NJ/Plainfield/1301-Putnam-Ave-07060/home/37990345,GSMLS,3952466,N,Y,40.6201416,-74.4057299
MLS Listing,,Single Family Residential,371 Pelton Ave,Staten Island,NY,10310,625000,2,1.5,West Brighton,1304,2913,1925,14,479,,Active,,,https://www.redfin.com/NY/Staten-Island/371-Pelton-Ave-10310/home/56058409,SIBORMLS,2501270,N,Y,40.6336041,-74.1097891
MLS Listing,,Single Family Residential,55 Whitlock Ave,Staten Island,NY,10304,2999000,6,6.0,Todt Hill,5490,15900,1991,14,546,,Active,,,https://www.redfin.com/NY/Staten-Island/55-Whitlock-Ave-10304/home/56015338,SIBORMLS,2501443,N,Y,40.594554,-74.11119
