SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,48-50 W HAMILTON Pl #5,Jersey City,NJ,07302,1199999,3,2.0,Jersey City (Downtown),1250,,,17,960,479,Active,,,https://www.redfin.com/NJ/Jersey-City/48-50-W-Hamilton-Pl-07302/unit-5/home/195113630,HCMLS,250005449,N,Y,40.728331,-74.0462809
MLS Listing,,Single Family Residential,89 PROSPECT St,Jersey City,NJ,07307,1100000,3,3.0,Jersey City (Heights),,,,17,,,Active,,,https://www.redfin.com/NJ/Jersey-City/89-Prospect-St-07307/home/36517820,HCMLS,250005447,N,Y,40.7386654,-74.0512739
MLS Listing,,Single Family Residential,111 3rd St,Dunellen,NJ,08812,749900,5,3.0,Dunellen,3100,5001,2025,17,242,,Active,,,https://www.redfin.com/NJ/Dunellen/111-3rd-St-08812/home/164843966,CJMLS,2510742R,N,Y,40.5971893,-74.4654485
MLS Listing,,Single Family Residential,242 Hamilton Blvd,Piscataway,NJ,08854,589900,3,2.0,Piscataway,1514,8542,1959,17,390,,Active,,,https://www.redfin.com/NJ/Piscataway/242-Hamilton-Blvd-08854/home/36915653,CJMLS,2510740R,N,Y,40.5702546,-74.4635726
MLS Listing,,Townhouse,31 Wexford Dr,Mendham Boro,NJ,07945-2007,799000,3,2.5,Mendham Commons,,3920,1984,17,,811,Active,,,https://www.redfin.com/NJ/Mendham/31-Wexford-Dr-07945/home/37221284,GSMLS,3952247,N,Y,40.790946,-74.587981
MLS Listing,,Townhouse,214 Bishop St,Staten Island,NY,10306,1068000,5,3.0,Richmond Town,1984,4160,1970,17,538,,Active,,,https://www.redfin.com/NY/Staten-Island/214-Bishop-St-10306/home/56082478,SIBORMLS,2501504,N,Y,40.5742523,-74.1288476
MLS Listing,,Townhouse,41 Indian Run,Watchung Boro,NJ,07069-5473,775000,3,3.0,Stonegate,,8712,1980,17,,500,Active,,,https://www.redfin.com/NJ/Watchung/41-Indian-Run-07069/home/38015059,GSMLS,3952246,N,Y,40.663566,-74.430091
MLS Listing,,Condo/Co-op,380 Rector Pl Unit 15E,New York (manhattan),NY,10280,792000,1,1.0,New York (Manhattan),735,,1987,17,1078,2315,Active,,,https://www.redfin.com/NY/New-York/380-Rector-Pl-10280/unit-15E/home/45235203,OneKey® MLS as Distributed by MLS Grid,838689,N,Y,40.7092964,-74.0180405
MLS Listing,,Condo/Co-op,160 BRUNSWICK St #303,Jersey City,NJ,07302,885000,2,2.0,Jersey City (Downtown),1110,,,17,797,300,Active,,,https://www.redfin.com/NJ/Jersey-City/160-Brunswick-St-07302/unit-303/home/195112957,HCMLS,250005428,N,Y,40.7248901,-74.0504269
MLS Listing,,Multi-Family (2-4 Unit),148 19th St,Union City,NJ,07087,585000,5,3.0,Union City,1194,2613,1913,17,490,,Active,,,https://www.redfin.com/NJ/Union-City/148-19th-St-07087/home/36619431,MOMLS,22508005,N,Y,40.7621682,-74.0299116
MLS Listing,,Condo/Co-op,60 PARKWAY Dr Unit 10F,East Orange,NJ,07017,199000,1,1.0,East Orange,959,,,17,208,599,Active,,,https://www.redfin.com/NJ/East-Orange/60-Parkway-Dr-E-07017/unit-10F/home/36076541,HCMLS,250005426,N,Y,40.7692599,-74.2036133
MLS Listing,,Single Family Residential,49 Oakwood Ave,Bloomfield,NJ,07003,639999,3,2.0,Bloomfield,,3960,,17,,,Active,,,https://www.redfin.com/NJ/Bloomfield/49-Oakwood-Ave-07003/home/36112321,NJMLS,25008901,N,Y,40.7904856,-74.182634
MLS Listing,,Condo/Co-op,10 PROVOST St #2001,Jersey City,NJ,07302,1225000,2,2.0,Jersey City (Downtown),1053,,,17,1163,1245,Active,,,https://www.redfin.com/NJ/Jersey-City/10-Provost-St-07302/unit-2001/home/167651999,HCMLS,250005415,N,Y,40.7202811,-74.0387351
MLS Listing,,Condo/Co-op,172 CULVER Ave #301,Jersey City,NJ,07305,525000,3,2.0,Jersey City (West Bergen),1424,,,17,369,660,Active,,,https://www.redfin.com/NJ/Jersey-City/172-Culver-Ave-07305/unit-301/home/36436332,HCMLS,250005413,N,Y,40.714013,-74.0909825
MLS Listing,,Condo/Co-op,322 3RD St #4,Jersey City,NJ,07302,1395000,3,2.0,Jersey City (Downtown),1604,,,17,870,,Active,,,https://www.redfin.com/NJ/Jersey-City/322-3rd-St-07302/unit-4/home/195111482,HCMLS,250005403,N,Y,40.7237887,-74.0488136
MLS Listing,,Condo/Co-op,2 CONSTITUTION Ct #402,Hoboken,NJ,07030,1895000,3,2.0,Hoboken,1439,,,17,1317,1069,Active,,,https://www.redfin.com/NJ/Hoboken/2-Constitution-Ct-07030/unit-402/home/36644049,HCMLS,250005402,N,Y,40.7521593,-74.0241534
MLS Listing,,Single Family Residential,101 West Ter,Staten Island,NY,10312,995000,4,3.5,Huguenot,2080,3883,2003,17,478,,Active,,,https://www.redfin.com/NY/Staten-Island/101-West-Ter-10312/home/56097818,SIBORMLS,2501497,N,Y,40.533095,-74.1961329
MLS Listing,,Single Family Residential,145 Eltingville Blvd,Staten Island,NY,10312,740000,3,3.0,Eltingville,1276,3920,1915,17,580,,Active,,,https://www.redfin.com/NY/Staten-Island/145-Eltingville-Blvd-10312/home/56023817,SIBORMLS,2406689,N,Y,40.5483636,-74.1649015
MLS Listing,,Single Family Residential,1251 Rahway Rd,Scotch Plains Twp.,NJ,07076-3409,1595000,4,3.0,Scotch Plains Twp.,,40075,1930,17,,,Active,,,https://www.redfin.com/NJ/Scotch-Plains/1251-Rahway-Rd-07076/home/38201808,GSMLS,3952174,N,Y,40.6137517,-74.3921842
MLS Listing,,Condo/Co-op,810 6TH St #2,Union City,NJ,07087,850000,3,2.0,Union City,1324,,,17,642,,Active,,,https://www.redfin.com/NJ/Union-City/810-6th-St-07087/unit-2/home/195111283,HCMLS,250005393,N,Y,40.7580706,-74.0447151
MLS Listing,,Condo/Co-op,810 6TH St #1,Union City,NJ,07087,800000,3,2.0,Union City,1217,,,17,657,,Active,,,https://www.redfin.com/NJ/Union-City/810-6th-St-07087/unit-1/home/195111263,HCMLS,250005392,N,Y,40.7580706,-74.0447151
MLS Listing,,Condo/Co-op,35 MANHATTAN Ave #4,Jersey City,NJ,07306,579000,2,2.0,Jersey City (Heights),943,,,17,614,,Active,,,https://www.redfin.com/NJ/Jersey-City/35-Manhattan-Ave-07307/unit-4/home/179401790,HCMLS,250005391,N,Y,40.742019,-74.050481
MLS Listing,,Single Family Residential,58 Heberton Ave,Staten Island,NY,10302,500000,3,1.0,Port Richmond,962,1092,1910,17,520,,Active,,,https://www.redfin.com/NY/Staten-Island/58-Heberton-Ave-10302/home/56063565,SIBORMLS,2501368,N,Y,40.6384307,-74.130423
MLS Listing,,Ranch,25 Rock Spring Ave,West Orange,NJ,07052,849000,4,3.0,West Orange,,12502,,17,,,Active,,,https://www.redfin.com/NJ/West-Orange/25-Rock-Spring-Ave-07052/home/36362470,NJMLS,25009037,N,Y,40.7737061,-74.2752158
MLS Listing,,Single Family Residential,2431 Dayton Ave,Union Twp.,NJ,07083-5002,525000,3,1.5,Union Twp.,,5662,1961,17,,,Active,,,https://www.redfin.com/NJ/Union/2431-Dayton-Ave-07083/home/38151658,GSMLS,3952166,N,Y,40.7063273,-74.2830246
MLS Listing,,Single Family Residential,65 Dellwood Ave,Chatham Twp.,NJ,07928-1701,3488000,6,7.5,Chatham Twp.,7333,22215,2007,17,476,,Active,,,https://www.redfin.com/NJ/Chatham/65-Dellwood-Ave-07928/home/37143192,GSMLS,3949669,N,Y,40.7286292,-74.3998891
MLS Listing,,Townhouse,103 Stonehedge Ct,Franklin Twp.,NJ,08873-4733,415000,2,2.5,Quailbrook Manorhomes,1454,2178,1986,17,285,319,Active,,,https://www.redfin.com/NJ/Somerset/103-Stonehedge-Ct-08873/home/37871792,GSMLS,3952157,N,Y,40.5143998,-74.5143825
MLS Listing,,Single Family Residential,233 Knollcrest Ct,Franklin Twp.,NJ,08873-6030,790000,3,3.0,Somerset Run,,6969,2004,17,,389,Active,,,https://www.redfin.com/NJ/Somerset/233-Knollcrest-Ct-08873/home/37652592,GSMLS,3952149,N,Y,40.5245575,-74.5390128
MLS Listing,,Townhouse,54 Dexter Dr N,Bernards Twp.,NJ,07920,799900,3,3.5,The Barons,,,1986,17,,567,Active,,,https://www.redfin.com/NJ/Basking-Ridge/54-Dexter-Dr-N-07920/home/37692932,GSMLS,3951908,N,Y,40.6844869,-74.5363548
MLS Listing,,Multi-Family (2-4 Unit),129 22nd St,Irvington Twp.,NJ,07111-4421,599000,5,2.0,Irvington Twp.,19998,4791,1910,17,30,,Active,,,https://www.redfin.com/NJ/Irvington/129-22nd-St-07111/home/36173830,GSMLS,3952139,N,Y,40.733679,-74.2150061
MLS Listing,,Single Family Residential,11 Earl Pl,New Providence Boro,NJ,07974-1034,1499000,5,4.5,New Providence Boro,4314,12196,2025,17,347,,Active,,,https://www.redfin.com/NJ/New-Providence/11-Earl-Pl-07974/home/195079217,GSMLS,3951215,N,Y,40.6969719,-74.4230287
MLS Listing,,Multi-Family (2-4 Unit),238 York Ave,Staten Island,NY,10301,1600000,10,5.0,New Brighton,3700,5100,1931,17,432,,Active,,,https://www.redfin.com/NY/Staten-Island/238-York-Ave-10301/home/56132639,SIBORMLS,2501496,N,Y,40.640478,-74.088184
MLS Listing,,Single Family Residential,144 Inman Ave,Colonia,NJ,07067,399000,2,1.0,Colonia,,,1936,18,,,Active,,,https://www.redfin.com/NJ/Colonia/144-Inman-Ave-07067/home/37017081,CJMLS,2510711R,N,Y,40.600631,-74.3092317
MLS Listing,,Multi-Family (2-4 Unit),364 85th St,Brooklyn,NY,11209,1698000,6,4.0,Brooklyn,2170,1917,1910,18,782,,Active,,,https://www.redfin.com/NY/Brooklyn/364-85th-St-11209/home/40818175,OneKey® MLS as Distributed by MLS Grid,834905,N,Y,40.623744,-74.0288589
MLS Listing,,Multi-Family (2-4 Unit),144 Avenue C,Bayonne,NJ,07002,649900,5,3.0,Bayonne,,2161,,18,,,Active,,,https://www.redfin.com/NJ/Bayonne/144-Avenue-C-07002/home/36475508,NJMLS,25009019,N,Y,40.6509447,-74.1299417
MLS Listing,,Single Family Residential,179 Hollywood Ave,Irvington,NJ,07111,495000,3,3.0,Irvington,,3751,,18,,,Active,,,https://www.redfin.com/NJ/Irvington/179-Hollywood-Ave-07111/home/36182411,NJMLS,25009020,N,Y,40.7134099,-74.25287
MLS Listing,,Single Family Residential,1273 Mount Airy Rd,Bernards Twp.,NJ,07920-2459,985000,4,2.5,Bernards Twp.,,40510,1965,18,,,Active,,,https://www.redfin.com/NJ/Basking-Ridge/1273-Mount-Airy-Rd-07920/home/37692595,GSMLS,3952129,N,Y,40.6636695,-74.5748734
MLS Listing,,Townhouse,26 HALF MOON Isle,Jersey City,NJ,07305,969000,3,2.5,Jersey City (Greenville),2200,,,18,440,,Active,,,https://www.redfin.com/NJ/Jersey-City/26-Half-Moon-Isle-07305/home/40622761,HCMLS,250005382,N,Y,40.6876988,-74.0724595
MLS Listing,,Single Family Residential,37 Undercliff Rd,Millburn,NJ,07041,2380000,6,4.0,Millburn,,7196,,18,,,Active,,,https://www.redfin.com/NJ/Millburn/37-Undercliff-Rd-07041/home/36205176,NJMLS,24050884,N,Y,40.7212749,-74.3017098
MLS Listing,,Townhouse,629 Marcy Ave,Staten Island,NY,10309,1399000,4,3.5,Huguenot,2200,4040,2006,18,636,,Active,,,https://www.redfin.com/NY/Staten-Island/629-Marcy-Ave-10309/home/56114204,SIBORMLS,2501495,N,Y,40.5416591,-74.201544
MLS Listing,,Single Family Residential,185 Midfield Ave,Colonia,NJ,07067,625000,4,2.0,Colonia,2200,,1947,18,284,,Active,,,https://www.redfin.com/NJ/Colonia/185-Midfield-Rd-07067/home/37008039,CJMLS,2510712R,N,Y,40.5871189,-74.2939424
MLS Listing,,Multi-Family (2-4 Unit),22 Kossuth St,Newark,NJ,07105,639900,5,4.0,Newark,,2500,,18,,,Active,,,https://www.redfin.com/NJ/Newark/22-Kossuth-St-07105/home/195052439,NJMLS,25008934,N,Y,40.722969,-74.1494342
MLS Listing,,Multi-Family (2-4 Unit),142 Maple Ave,Montclair Twp.,NJ,07042-4588,1199000,7,3.0,Montclair Twp.,,15245,1918,18,,,Active,,,https://www.redfin.com/NJ/Montclair/142-Maple-Ave-07042/home/36223966,GSMLS,3952103,N,Y,40.802604,-74.2153563
MLS Listing,,Townhouse,292 Sunset Ky,Secaucus,NJ,07094,615000,3,2.5,Secaucus,,,,18,,704,Active,,,https://www.redfin.com/NJ/Secaucus/292-Sunset-Ky-07094/home/36604374,NJMLS,25008672,N,Y,40.786505,-74.077954
MLS Listing,,Condo/Co-op,389 WASHINGTON St Unit 33B,Jersey City,NJ,07302,619000,1,1.0,Jersey City (Downtown),615,,,18,1007,548,Active,,,https://www.redfin.com/NJ/Jersey-City/389-Washington-St-07302/unit-33B/home/40620790,HCMLS,250005372,N,Y,40.7214644,-74.036852
MLS Listing,,Condo/Co-op,33-37 W 32ND St Unit G1,Bayonne,NJ,07002,280000,2,1.0,Bayonne,768,,,18,365,188,Active,,,https://www.redfin.com/NJ/Bayonne/33-37-W-32nd-St-07002/unit-G1/home/185808886,HCMLS,250005284,N,Y,40.6723011,-74.1131453
MLS Listing,,Condo/Co-op,209 6TH St,Hoboken,NJ,07030,4100000,5,5.5,Hoboken,3500,,,18,1171,,Active,,,https://www.redfin.com/NJ/Hoboken/209-6th-St-07030/home/36498099,HCMLS,250005371,N,Y,40.7437787,-74.0313799
MLS Listing,,Townhouse,476 Midland Ave,Staten Island,NY,10306,788000,5,3.0,Midland Beach,2000,3744,1945,18,394,,Active,,,https://www.redfin.com/NY/Staten-Island/476-Midland-Ave-10306/home/109619968,SIBORMLS,2501491,N,Y,40.574161,-74.0969369
MLS Listing,,Single Family Residential,1045 Thayer Ave,Avenel,NJ,07001,479900,4,2.0,Avenel,1176,4199,1978,18,408,,Active,,,https://www.redfin.com/NJ/Avenel/1045-Thayer-Ave-07001/home/37027335,CJMLS,2510529R,N,Y,40.5774898,-74.268059
MLS Listing,,Single Family Residential,37 Wardell Rd,Livingston,NJ,07039,2299000,6,5.5,Livingston,,14301,,18,,,Active,,,https://www.redfin.com/NJ/Livingston/37-Wardell-Rd-07039/home/36061421,NJMLS,25008977,N,Y,40.7759329,-74.3161868
MLS Listing,,Multi-Family (2-4 Unit),222 Snyder St,City Of Orange Twp.,NJ,07050-3708,695000,5,2.0,City Of Orange Twp.,,6098,1940,18,,,Active,,,https://www.redfin.com/NJ/Orange/222-Snyder-St-07050/home/36324381,GSMLS,3952078,N,Y,40.774317,-74.2251253
MLS Listing,,Single Family Residential,399 Middlesex Ave,Colonia,NJ,07067,720000,3,2.5,Colonia,,43560,,18,,,Active,,,https://www.redfin.com/NJ/Colonia/399-Middlesex-Ave-07067/home/37012485,CJMLS,2561243M,N,Y,40.5823478,-74.3167364
MLS Listing,,Multi-Family (2-4 Unit),300-302 BERGENLINE Ave,Union City,NJ,07087,1250000,8,4.0,Union City,,,,18,,,Active,,,https://www.redfin.com/NJ/Union-City/300-302-Bergenline-Ave-07087/home/185897668,HCMLS,250005365,N,Y,40.754198,-74.040786
MLS Listing,,Condo/Co-op,319 1ST St #108,Jersey City,NJ,07302,1460000,3,2.5,Jersey City (Downtown),2240,,,18,652,435,Active,,,https://www.redfin.com/NJ/Jersey-City/319-1st-St-07302/unit-108/home/36415799,HCMLS,250005363,N,Y,40.721966,-74.048186
MLS Listing,,Single Family Residential,84 Elm St,Staten Island,NY,10310,699000,3,3.5,Randall Manor,1476,3503,1965,18,474,,Active,,,https://www.redfin.com/NY/Staten-Island/84-Elm-St-10310/home/186231370,SIBORMLS,2501489,N,Y,40.6398207,-74.1145676
MLS Listing,,Condo/Co-op,650 MONTGOMERY St #505,Jersey City,NJ,07306,995000,2,2.0,Jersey City (Journal Square),1407,,,18,707,785,Active,,,https://www.redfin.com/NJ/Jersey-City/650-Montgomery-St-07306/unit-505/home/36443424,HCMLS,250005360,N,Y,40.7241966,-74.0646078
MLS Listing,,Condo/Co-op,155 BAY St #809,Jersey City,NJ,07302,3440000,3,2.5,Jersey City (Downtown),2382,,,18,1444,2463,Active,,,https://www.redfin.com/NJ/Jersey-City/155-Bay-St-07302/unit-809/home/195106042,HCMLS,250005359,N,Y,40.7207372,-74.0403383
MLS Listing,,Single Family Residential,297 Burbank Ave,Staten Island,NY,10306,749000,2,2.0,New Dorp,935,4000,1950,18,801,,Active,,,https://www.redfin.com/NY/Staten-Island/297-Burbank-Ave-10306/home/56125407,SIBORMLS,2501487,N,Y,40.5729447,-74.1092109
MLS Listing,,Single Family Residential,142 Dehart Ave,Staten Island,NY,10303,649900,4,2.0,Mariners Harbor,1323,2800,1940,18,491,,Active,,,https://www.redfin.com/NY/Staten-Island/142-Dehart-Ave-10303/home/56084829,SIBORMLS,2501486,N,Y,40.6328464,-74.1572668
MLS Listing,,Single Family Residential,120 Myrtle St,Roselle Boro,NJ,07203-1404,479000,4,2.0,Roselle Boro,,3920,1920,18,,,Active,,,https://www.redfin.com/NJ/Roselle/120-Myrtle-St-07203/home/38020924,GSMLS,3948845,N,Y,40.6607003,-74.2529604
MLS Listing,,Multi-Family (2-4 Unit),30 ASTOR Pl,Jersey City,NJ,07304,899000,4,3.0,Jersey City (Journal Square),,,,18,,,Active,,,https://www.redfin.com/NJ/Jersey-City/30-Astor-Pl-07304/home/36570920,HCMLS,250005355,N,Y,40.7182214,-74.0679865
MLS Listing,,Townhouse,24 Nadal Pl,Staten Island,NY,10314,899999,3,2.0,Bulls Head,2068,3675,1970,18,435,,Active,,,https://www.redfin.com/NY/Staten-Island/24-Nadal-Pl-10314/home/56101889,SIBORMLS,2501485,N,Y,40.612936,-74.167563
MLS Listing,,Condo/Co-op,409 Metzger Dr,West Orange,NJ,07052,998000,2,2.5,West Orange,,,,18,,2468,Active,,,https://www.redfin.com/NJ/West-Orange/409-Metzger-Dr-07052/home/36081238,NJMLS,25008140,N,Y,40.772266,-74.292639
MLS Listing,,Multi-Family (2-4 Unit),225 FREEMAN Ave,Jersey City,NJ,07306,1048000,6,5.0,Jersey City (Journal Square),,,,18,,,Active,,,https://www.redfin.com/NJ/Jersey-City/225-Freeman-Ave-07306/home/36545384,HCMLS,250005353,N,Y,40.7304003,-74.0819317
MLS Listing,,Single Family Residential,967 Bard Ave,Staten Island,NY,10301,1049000,5,4.0,West Brighton,2344,4399,1986,18,448,,Active,,,https://www.redfin.com/NY/Staten-Island/967-Bard-Ave-10301/home/56024409,SIBORMLS,2501484,N,Y,40.6207449,-74.1093371
MLS Listing,,Multi-Family (2-4 Unit),250 Amherst St,East Orange City,NJ,07018-2507,579000,8,3.0,East Orange City,,3049,1900,18,,,Active,,,https://www.redfin.com/NJ/East-Orange/250-Amherst-St-07018/home/36150884,GSMLS,3952058,N,Y,40.7566106,-74.22222
MLS Listing,,Single Family Residential,74 Meisel Ave,Springfield Twp.,NJ,07081-1827,619000,4,2.0,Springfield Twp.,,7405,1951,18,,,Active,,,https://www.redfin.com/NJ/Springfield/74-Meisel-Ave-07081/home/38074114,GSMLS,3952060,N,Y,40.7078503,-74.3083911
MLS Listing,,Condo/Co-op,100 MANHATTAN Ave #1104,Union City,NJ,07087,325000,1,1.0,Union City,695,,,18,468,,Active,,,https://www.redfin.com/NJ/Union-City/100-Manhattan-Ave-07087/unit-1104/home/177200131,HCMLS,250005348,N,Y,40.7516276,-74.0374459
MLS Listing,,Multi-Family (2-4 Unit),151 Orchard St,Bloomfield Twp.,NJ,07003-5131,699900,5,3.0,Bloomfield Twp.,1998,12196,1890,18,350,,Active,April-13-2025 12:00 PM,April-13-2025 03:00 PM,https://www.redfin.com/NJ/Bloomfield/151-Orchard-St-07003/home/36113394,GSMLS,3952040,N,Y,40.7984117,-74.1852476
MLS Listing,,Multi-Family (2-4 Unit),192 N CENTER St,Orange,NJ,07050,499000,5,2.0,Orange,,,,18,,,Active,,,https://www.redfin.com/NJ/Orange/192-N-Center-St-07050/home/36322686,HCMLS,250005344,N,Y,40.7765297,-74.2250058
MLS Listing,,Single Family Residential,195 Barclay Ct,Piscataway,NJ,08854,399000,2,2.0,Piscataway,,,2002,18,,311,Active,,,https://www.redfin.com/NJ/Piscataway/195-Barclay-Ct-08854/home/195104163,CJMLS,2510392R,N,Y,40.5660301,-74.4917913
MLS Listing,,Single Family Residential,517 W Curtis St,Linden City,NJ,07036-5043,569000,3,2.0,Linden City,,4356,1928,18,,,Active,,,https://www.redfin.com/NJ/Linden/517-W-Curtis-St-07036/home/37936762,GSMLS,3952025,N,Y,40.6310604,-74.263267
MLS Listing,,Single Family Residential,713 Mountain Ave,Bound Brook Boro,NJ,08805-1401,425000,3,2.0,Bound Brook Boro,,14374,1956,18,,,Active,,,https://www.redfin.com/NJ/Bound-Brook/713-Mountain-Ave-08805/home/37726161,GSMLS,3952024,N,Y,40.5731168,-74.5284705
MLS Listing,,Multi-Family (2-4 Unit),1809 BERGENLINE Ave,Union City,NJ,07087,930000,12,6.0,Union City,,,,18,,,Active,,,https://www.redfin.com/NJ/Union-City/1809-Bergenline-Ave-07087/home/195090690,HCMLS,250005342,N,Y,40.7639344,-74.0350955
MLS Listing,,Condo/Co-op,202 MERSELES St #504,Jersey City,NJ,07302,999000,2,2.0,Jersey City (Downtown),1303,,,18,767,616,Active,,,https://www.redfin.com/NJ/Jersey-City/202-Merseles-St-07302/unit-504/home/173569140,HCMLS,250005339,N,Y,40.7248901,-74.0520643
MLS Listing,,Condo/Co-op,409 Metzger Dr #409,West Orange Twp.,NJ,07052-6622,998000,2,2.5,Vizcaya,2553,,2009,18,391,2468,Active,,,https://www.redfin.com/NJ/West-Orange/409-Metzger-Dr-07052/unit-409/home/172387718,GSMLS,3952023,N,Y,40.77241,-74.29228
MLS Listing,,Single Family Residential,271 Rose St,Newark,NJ,07108,449999,4,1.5,Newark,,2378,,18,,,Active,,,https://www.redfin.com/NJ/Newark/271-Rose-St-07108/home/36272168,NJMLS,25008940,N,Y,40.7293221,-74.1995459
MLS Listing,,Multi-Family (2-4 Unit),2011 Tyler St,Union Twp.,NJ,07083-5317,799900,5,4.0,Union Twp.,,4356,1923,18,,,Active,,,https://www.redfin.com/NJ/Union/2011-Tyler-St-07083/home/38155527,GSMLS,3952012,N,Y,40.7032936,-74.2635899
MLS Listing,,Single Family Residential,535-2 Willow Rd E,Staten Island,NY,10314,485000,2,1.5,Westerleigh,1248,1248,1978,18,389,366,Active,,,https://www.redfin.com/NY/Staten-Island/535-Willow-Rd-E-10314/unit-2/home/56094031,SIBORMLS,2501480,N,Y,40.6120543,-74.1510992
MLS Listing,,Condo/Co-op,180 72nd St #317,Brooklyn,NY,11209,358000,2,1.0,Brooklyn,900,,1932,18,398,,Active,,,https://www.redfin.com/NY/Brooklyn/180-72nd-St-11209/unit-317/home/195103208,BNYMLS,490062,N,Y,40.6342477,-74.0304474
MLS Listing,,Single Family Residential,60 Marie Ave,Bridgewater Twp.,NJ,08807-3154,350000,3,1.0,Bridgewater Twp.,,7840,1952,18,,,Active,,,https://www.redfin.com/NJ/Bridgewater/60-Marie-Ave-08807/home/37761676,GSMLS,3939189,N,Y,40.568087,-74.5844747
MLS Listing,,Condo/Co-op,30 FREEDOM Way #104,Jersey City,NJ,07305,589000,2,2.0,Jersey City (Greenville),1510,,,18,390,1262,Active,,,https://www.redfin.com/NJ/Jersey-City/30-Freedom-Way-07305/unit-104/home/40617836,HCMLS,250005331,N,Y,40.6904701,-74.0746165
MLS Listing,,Single Family Residential,53 Willis Ave,Staten Island,NY,10301,625000,3,3.5,Tompkinsville,1325,2209,2019,18,472,,Active,,,https://www.redfin.com/NY/Staten-Island/53-Willis-Ave-10301/home/147665381,SIBORMLS,2501478,N,Y,40.6354817,-74.0831206
MLS Listing,,Condo/Co-op,1003 GARDEN St #2,Hoboken,NJ,07030,699000,1,1.0,Hoboken,727,,,18,961,518,Active,,,https://www.redfin.com/NJ/Hoboken/1003-Garden-St-07030/unit-2/home/36421146,HCMLS,250005326,N,Y,40.7489867,-74.0290228
MLS Listing,,Single Family Residential,11 GAIL Pl,Secaucus,NJ,07094,989000,3,2.5,Secaucus,,,,18,,,Active,,,https://www.redfin.com/NJ/Secaucus/11-Gail-Pl-07094/home/36611127,HCMLS,250005321,N,Y,40.7943922,-74.0553049
MLS Listing,,Condo/Co-op,601 OBSERVER Hwy #204,Hoboken,NJ,07030,995000,2,2.0,Hoboken,1222,,,18,814,364,Active,,,https://www.redfin.com/NJ/Hoboken/601-Observer-Hwy-07030/unit-204/home/36437627,HCMLS,250005318,N,Y,40.7371723,-74.0411205
